frame,track_id,class_id,class_name,confidence,x1,y1,x2,y2
123,7,0,car,0.7708,266,166,354,200
123,8,0,car,0.7238,304,91,348,132
123,9,0,car,0.5676,304,88,328,104
123,10,0,car,0.5196,302,23,322,37
123,11,0,car,0.4283,311,88,335,104
124,1,0,car,0.8789,613,385,744,511
124,2,0,car,0.8436,0,454,182,526
124,3,0,car,0.8097,617,192,722,232
124,4,0,car,0.8061,212,187,323,235
124,5,0,car,0.8021,188,165,285,201
124,6,0,car,0.7936,471,128,549,159
124,7,0,car,0.7717,266,166,354,200
124,8,0,car,0.7256,304,91,348,132
124,9,0,car,0.568,304,88,328,104
124,10,0,car,0.5174,302,23,321,37
124,11,0,car,0.4237,312,88,335,104
125,1,0,car,0.8792,613,385,744,511
125,2,0,car,0.8415,0,454,183,526
125,3,0,car,0.8097,616,192,723,232
125,4,0,car,0.8063,212,187,323,235
125,5,0,car,0.8022,188,164,285,201
125,6,0,car,0.7939,471,128,549,159
125,7,0,car,0.7716,267,166,354,200
125,8,0,car,0.725,304,91,348,132
125,9,0,car,0.5677,304,88,328,104
125,10,0,car,0.5133,302,23,321,37
125,11,0,car,0.4207,312,88,335,104
126,1,0,car,0.8777,613,385,744,511
126,2,0,car,0.8413,0,454,184,526
126,3,0,car,0.809,616,192,723,232
126,4,0,car,0.8051,212,187,323,235
126,5,0,car,0.8008,188,164,285,201
126,6,0,car,0.7927,471,128,549,159
126,7,0,car,0.7709,266,166,354,200
126,8,0,car,0.7237,304,91,348,132
126,9,0,car,0.5674,304,88,328,104
126,10,0,car,0.5179,302,23,322,37
126,11,0,car,0.4244,312,88,335,104
127,1,0,car,0.8791,613,385,744,511
127,2,0,car,0.8435,0,454,182,526
127,3,0,car,0.8111,618,192,722,231
127,4,0,car,0.8065,212,187,323,235
127,5,0,car,0.8026,188,165,285,201
127,6,0,car,0.794,471,128,549,159
127,7,0,car,0.7721,267,166,354,200
127,8,0,car,0.7256,304,91,348,132
127,9,0,car,0.5684,304,88,328,104
127,10,0,car,0.5131,302,23,321,37
127,11,0,car,0.4218,312,88,335,104
128,1,0,car,0.8774,613,385,744,511
128,2,0,car,0.8407,0,454,183,526
128,3,0,car,0.8093,617,192,723,232
128,4,0,car,0.805,212,187,323,235
128,5,0,car,0.8012,188,164,285,201
128,6,0,car,0.7926,471,128,549,159
128,7,0,car,0.7709,266,166,354,200
128,8,0,car,0.7236,304,91,348,132
128,9,0,car,0.5686,304,88,328,104
128,10,0,car,0.5169,302,23,322,37
128,11,0,car,0.4227,312,88,335,104
129,1,0,car,0.8793,613,385,744,511
129,2,0,car,0.8411,0,453,181,526
129,3,0,car,0.812,616,191,723,231
129,4,0,car,0.8069,212,187,324,235
129,5,0,car,0.8003,189,164,286,201
129,6,0,car,0.7949,471,128,549,159
129,7,0,car,0.7712,266,166,355,200
129,8,0,car,0.7248,304,91,349,132
129,9,0,car,0.5725,304,88,329,104
129,10,0,car,0.4894,302,23,322,37
129,11,0,car,0.43,312,88,335,104
130,1,0,car,0.8792,613,385,744,511
130,2,0,car,0.8408,0,454,181,526
130,3,0,car,0.8117,616,192,723,232
130,4,0,car,0.8068,212,187,324,235
130,5,0,car,0.801,188,164,286,201
130,6,0,car,0.7948,471,128,549,159
130,7,0,car,0.7712,266,166,355,200
130,8,0,car,0.725,304,91,349,132
130,9,0,car,0.5728,304,88,329,104
130,10,0,car,0.4895,302,23,322,37
130,11,0,car,0.4291,312,88,335,104
131,1,0,car,0.8796,613,385,744,511
131,2,0,car,0.8391,0,453,181,526
131,3,0,car,0.8128,617,191,723,231
131,4,0,car,0.8068,212,187,324,235
131,5,0,car,0.8008,188,164,286,201
131,6,0,car,0.7948,471,128,548,159
131,7,0,car,0.7708,266,166,355,200
131,8,0,car,0.725,304,91,349,132
131,9,0,car,0.5724,304,88,329,104
131,10,0,car,0.4914,302,23,322,37
131,11,0,car,0.4296,312,88,335,104
132,1,0,car,0.8798,613,385,744,511
132,2,0,car,0.8403,0,453,181,526
132,3,0,car,0.8127,617,191,723,231
132,4,0,car,0.8068,212,187,324,235
132,5,0,car,0.8008,188,164,286,201
132,6,0,car,0.7949,471,128,548,159
132,7,0,car,0.7711,266,166,355,200
132,8,0,car,0.7249,304,91,349,132
132,9,0,car,0.5724,304,88,329,104
132,10,0,car,0.4923,302,23,322,37
132,11,0,car,0.4313,312,88,335,104
133,1,0,car,0.88,613,385,744,511
133,2,0,car,0.8391,0,454,181,526
133,3,0,car,0.8122,614,191,723,232
133,4,0,car,0.8066,212,187,324,235
133,5,0,car,0.8006,188,164,286,201
133,6,0,car,0.7948,471,128,548,159
133,7,0,car,0.7721,266,166,355,200
133,8,0,car,0.7249,304,91,349,132
133,9,0,car,0.5719,304,88,329,104
133,10,0,car,0.4879,302,23,322,37
133,11,0,car,0.4316,312,88,335,104
134,1,0,car,0.8797,613,385,744,511
134,2,0,car,0.837,0,453,180,526
134,3,0,car,0.8116,614,192,723,232
134,4,0,car,0.8066,212,188,324,235
134,5,0,car,0.8003,188,164,286,201
134,6,0,car,0.7945,471,128,548,159
134,7,0,car,0.7716,265,166,355,200
134,8,0,car,0.725,304,91,348,132
134,9,0,car,0.569,304,88,329,104
134,10,0,car,0.498,302,23,322,37
134,11,0,car,0.4368,311,88,335,104
135,1,0,car,0.8797,613,385,744,511
135,2,0,car,0.8379,0,454,181,526
135,3,0,car,0.8111,613,191,723,232
135,4,0,car,0.8068,212,187,324,235
135,5,0,car,0.8005,188,164,286,201
135,6,0,car,0.7946,471,128,548,159
135,7,0,car,0.7718,265,166,355,200
135,8,0,car,0.7246,304,91,349,132
135,9,0,car,0.5706,304,88,329,104
135,10,0,car,0.4878,302,23,322,37
135,11,0,car,0.4309,311,88,335,104
136,1,0,car,0.8797,613,385,744,511
136,2,0,car,0.8364,0,453,180,526
136,3,0,car,0.8113,614,192,723,232
136,4,0,car,0.8067,212,188,324,235
136,5,0,car,0.8001,188,164,286,201
136,6,0,car,0.7944,471,128,548,159
136,7,0,car,0.7717,265,166,355,200
136,8,0,car,0.725,304,91,349,132
136,9,0,car,0.5692,304,88,329,104
136,10,0,car,0.492,302,23,322,37
136,11,0,car,0.4316,312,88,335,104
137,1,0,car,0.8797,613,385,744,511
137,2,0,car,0.838,0,454,181,526
137,3,0,car,0.8111,613,191,723,232
137,4,0,car,0.8068,212,187,324,235
137,5,0,car,0.8005,188,164,286,201
137,6,0,car,0.7945,471,128,548,159
137,7,0,car,0.7717,265,166,355,200
137,8,0,car,0.7246,304,91,349,132
137,9,0,car,0.5705,304,88,328,104
137,10,0,car,0.4873,302,23,322,37
137,11,0,car,0.4312,311,88,335,104
